[05:49:17:483]  PCM Hammer 021
[05:59:27:298]  RX: 6D F0 10 36 01 04 00 02 A4 00 00 02 87 4A 4C DF 13 03 4E 75 40 E7 02 7C F8 FF 4E B9 00 02 83 E2 4E B9 00 06 EA CA 11 F8 04 F3 B0 4A 11 F8 04 F4 B0 4B 4E B9 00 02 86 C0 46 DF 4E 75 4E 56 FF FC 48 E7 E2 80 0C 39 00 05 00 01 E6 86 67 00 08 C6 18 39 00 01 E6 86 0C 04 00 03 66 10 08 38 00 01 A9 1D 67 24 08 F8 00 05 A9 1D 60 22 24 79 00 00 12 A2 2D 4A FF FC 22 0A 66 06 4E B9 00 00 06 9A 08 2A 00 05 00 02 66 DC 08 B8 00 05 A9 1D 0C 04 00 04 66 00 00 F2 08 38 00 01 A9 1C 66 2C 08 38 00 00 A9 1C 67 24 24 78 B0 DC 36 38 A9 34 96 6A 00 0A 64 02 42 43 31 C3 A9 34 4A 43 66 00 08 56 08 B8 00 00 A9 1C 60 00 08 4C 08 38 00 01 A9 1C 67 5C 08 38 00 00 A9 1C 66 54 4A 38 A9 3E 66 2A 11 FC 00 01 A9 3E 36 38 9A BA 0C 43 0A 67 64 08 C6 FC 00 05 E4 8B 60 04 36 3C 0D 00 24 7C 00 01 E6 D2 F8 12 31 40 31 C3 A9 32 24 78 B0 DC 36 38 A9 32 96 6A 00 0A 64 02 42 43 31 C3 A9 32 4A 43 66 00 07 F2 08 F8 00 00 A9 1C 60 00 07 E8 08 38 00 05 A9 1D 67 18 08 F8 00 01 A9 1C 08 38 00 00 A9 1C 66 00 07 D0 42 38 A9 3E 60 00 07 C8 08 B8 00 01 A9 1C 08 38 00 00 A9 1C 67 00 07 B8 36 38 9A BA 0C 43 0A 67 64 08 C6 FC 00 05 E4 8B 60 04 36 3C 0D 00 24 7C 00 01 E6 EE F8 12 31 40 31 C3 A9 34 60 00 07 90 16 38 A9 24 66 2A 4A 38 90 94 67 0E 08 F8 00 06 A9 1D 11 FC 00 01 A9 24 60 4A 4E B9 00 02 AD 12 08 38 00 06 A9 1D 67 3C 11 FC 00 02 A9 24 60 34 74 01 B4 03 66 1C 4A 38 90 98 67 0E 4A 38 90 94 67 08 08 F8 00 06 A9 1D 60 1A 08 B8 00 06 A9 1D 60 12 4A 38 90 94 67 06 11 C2 A9 24 60 E4 4E B9 00 02 AD 12 10 39 00 01 E6 86 74 03 B4 00 66 6C 20 79 00 00 12 82 2D 48 FF FC 2C 08 66 06 4E B9 00 00 06 9A 08 28 00 04 00 02 67 08 08 F8 00 07 A9 1E 60 06 08 B8 00 07 A9 1E 08 38 00 00 BF 38 67 08 08 F8 00 04 A9 1E 60 06 08 B8 00 04 A9 1E 20 79 00 00 12 86 2D 48 FF FC 2C 08 66 06 4E B9 00 00 06 9A 08 28 00 00 00 02 67 08 08 F8 00 06 A9 1E 60 2A 08 B8 00 06 A9 1E 60 22 36 38 F2 DE E4 4B 02 43 00 FF E1 43 02 83 00 00 FF FF 86 FC 00 0F F8 39 31 40 00 01 E6 62 31 C3 A9 20 08 38 00 03 A9 1D 66 00 00 9E 08 38 00 07 A9 1D 66 24 36 38 A0 C0 B6 79 00 01 E6 A2 63 00 00 88 08 F8 00 07 A9 1D 31 F8 A6 4C A9 22 31 F9 00 01 E6 88 A9 2A 60 70 36 38 A6 4C 96 78 A9 22 B6 79 00 01 E6 8C 62 26 08 38 00 06 A9 1E 66 1E 36 38 B0 26 B6 79 00 01 E6 8A 65 12 36 38 A0 C0 B6 79 00 01 E6 A4 62 06 4A 78 A9 2A 66 14 08 B8 00 04 A9 1D 08 B8 00 07 A9 1D 08 F8 00 03 A9 1D 60 26 08 F8 00 04 A9 1D 08 F8 00 07 A9 1D 08 B8 00 03 A9 1D 24 78 B0 DC 36 38 A9 2A 96 6A 00 0A 64 02 42 43 31 C3 A9 2A B4 38 AD 13 66 00 05 58 4A 78 A9 2C 67 1E 08 38 00 03 A9 1D 67 38 24 78 B0 DC 36 38 A9 2C 96 6A 00 0A 64 02 42 43 31 C3 A9 2C 60 14 4A 38 A2 83 66 0E 4A 38 AE 6C 67 10 08 38 00 03 BF 37 67 08 08 F8 00 05 A9 1C 60 06 08 B8 00 05 A9 1C 08 38 00 06 A9 1D 67 00 02 90 08 38 00 04 A9 1C 67 14 38 38 A0 C0 B8 79 00 01 E6 9E 62 52 08 B8 00 04 A9 1C 60 4A 38 38 A0 C0 B8 79 00 01 E6 A0 65 18 24 78 B0 DC 36 38 A9 30 D6 6A 00 0A 64 04 36 3C FF FF 31 C3 A9 30 60 04 42 78 A9 30 36 38 A9 30 B6 79 00 01 E6 94 62 10 B8 79 00 01 E6 9E 63 0E 08 38 00 05 A9 1D 66 06 08 F8 00 04 A9 1C 08 38 00 04 A9 1C 66 00 02 20 08 38 00 03 A9 1C 66 00 00 84 38 39 00 01 E6 B0 B8 78 A6 C6 64 3E 36 38 40 73
[05:59:27:302]  Processing message
[05:59:27:311]  Sending 'test device present' notification.
[05:59:27:311]  Setting timeout for Minimum, 0 ms.
[05:59:27:312]  TX: STPTO 0
[05:59:27:341]  OK
[05:59:27:342]  TX: STPX H:8CFEF0, R:0, D:3F
[05:59:27:354]  Empty response to STPX with data. OK.
[05:59:27:355]  Setting timeout for ReadMemoryBlock, 250 ms.
[05:59:27:356]  TX: STPTO 250
[05:59:27:363]  OK
[05:59:27:364]  Reading from 174080 / 0x2A800, length 1024 / 0x400
[05:59:27:366]  TX: STPX H:6D10F0, R:1, D:3501040002A800
[05:59:28:548]  RX: 6D F0 10 36 01 04 00 02 A8 00 AB A4 B6 79 00 01 E6 B4 64 32 16 38 9F 34 B6 39 00 01 E6 D1 62 26 4A 78 A9 28 66 20 08 38 00 01 A9 1D 67 00 00 9C 08 F8 00 03 A9 1C 42 78 A9 26 31 F9 00 01 E6 9C A9 28 60 00 00 86 08 B8 00 03 A9 1C 24 78 B0 DC 36 38 A9 26 D6 6A 00 0A 64 04 36 3C FF FF 31 C3 A9 26 B8 78 A6 C6 65 D2 24 78 B0 DC 36 38 A9 28 96 6A 00 0A 64 02 42 43 31 C3 A9 28 60 4C 4A 39 00 01 E6 D0 66 44 24 78 B0 DC 36 38 A9 26 D6 6A 00 0A 64 04 36 3C FF FF 31 C3 A9 26 38 38 AB A4 B8 79 00 01 E6 B6 62 1C B6 79 00 01 E6 98 62 14 38 38 A6 C6 B8 79 00 01 E6 B2 64 0E B6 79 00 01 E6 9A 63 06 08 B8 00 03 A9 1C B4 00 66 14 08 38 00 06 A9 1E 67 00 00 D8 08 F8 00 06 A9 1C 60 00 00 D4 08 38 00 06 A9 1C 66 00 00 82 08 38 00 01 A9 1C 66 18 36 38 A9 20 B6 79 00 01 E6 BA 62 D8 B6 79 00 01 E6 BC 64 00 00 AC 60 CC 36 38 A9 20 B6 79 00 01 E6 B8 62 08 B6 79 00 01 E6 BC 64 3C B6 79 00 01 E6 BC 64 26 4A 38 A9 1F 66 20 24 78 B0 DC 36 38 A9 3C 96 6A 00 0A 64 02 42 43 31 C3 A9 3C 4A 43 66 6E 11 FC 00 01 A9 1F 60 66 08 F8 00 06 A9 1C 08 F8 00 02 A9 1D 60 58 4A 38 A9 1F 66 52 31 F9 00 01 E6 CE A9 3C 60 48 08 38 00 01 A9 1C 66 40 36 38 A9 20 B6 79 00 01 E6 BA 64 34 08 38 00 02 A9 1D 67 1A 36 38 A9 20 B6 79 00 01 E6 BE 63 20 08 B8 00 06 A9 1C 08 B8 00 02 A9 1D 60 12 36 38 A9 20 B6 79 00 01 E6 BC 63 06 08 B8 00 06 A9 1C 08 38 00 05 A9 1D 67 14 36 38 B0 26 B6 79 00 01 E6 C4 64 1A 08 F8 00 02 A9 1C 60 12 36 38 B0 26 B6 79 00 01 E6 C2 65 EC 08 B8 00 02 A9 1C 08 38 00 07 A9 1C 67 14 36 38 A9 C8 B6 79 00 01 E6 A6 6C 1A 08 B8 00 07 A9 1C 60 12 36 38 A9 C8 B6 79 00 01 E6 A8 6F 06 08 F8 00 07 A9 1C 24 78 B0 DC 36 38 A9 3A 96 6A 00 0A 64 02 42 43 31 C3 A9 3A 08 38 00 05 A9 1C 66 16 4A 38 AF 3A 66 10 08 38 00 03 A9 1C 66 08 08 38 00 04 A9 1C 67 3E 08 38 00 00 A9 1C 67 26 36 38 A0 C0 0C 43 C8 00 64 0C 02 83 00 00 FF FF 86 FC 00 14 60 04 36 3C 0A 00 F8 39 31 40 00 01 E7 0A 31 C3 A9 3A 08 B8 00 00 A9 1C 08 B8 00 01 A9 1C 60 00 01 68 08 38 00 01 A9 1C 66 52 08 38 00 00 A9 1C 67 4A 24 78 B0 DC 36 38 A9 34 96 6A 00 0A 64 02 42 43 31 C3 A9 34 4A 43 66 00 01 3E 08 B8 00 00 A9 1C 36 38 A0 C0 0C 43 C8 00 64 0C 02 83 00 00 FF FF 86 FC 00 14 60 04 36 3C 0A 00 F8 39 31 40 00 01 E7 0A 31 C3 A9 3A 60 00 01 0E 08 38 00 01 A9 1C 67 54 08 38 00 00 A9 1C 66 4C 4A 38 A9 3E 66 2A 36 38 9A BA 0C 43 0A 67 64 08 C6 FC 00 05 E4 8B 60 04 36 3C 0D 00 24 7C 00 01 E6 D2 F8 12 31 40 31 C3 A9 32 11 FC 00 01 A9 3E 24 78 B0 DC 36 38 A9 32 96 6A 00 0A 64 02 42 43 31 C3 A9 32 4A 43 66 00 00 B4 60 70 08 38 00 06 A9 1D 67 76 08 38 00 02 A9 1C 66 6E 08 38 00 06 A9 1C 66 66 08 38 00 07 A9 1C 66 5E 08 38 00 06 89 76 66 56 08 38 00 06 89 78 66 4E 08 38 00 06 88 AE 66 46 08 38 00 06 88 B0 66 3E 4A 38 9E 26 66 38 08 38 00 03 AD C4 66 30 08 38 00 06 A9 1E 66 28 4A 43 66 24 08 F8 00 01 A9 1C 08 38 00 01 A9 1D 67 10 08 38 00 07 A9 1D 67 40 08 F8 00 00 A9 1C 60 38 42 38 A9 3E 60 32 08 B8 00 01 A9 1C 08 38 00 01 A9 1D 67 24 36 38 9A BA 0C 43 0A 67 64 08 C6 FC 00 05 E4 8B 60 04 36 3C 0D 00 24 7C 00 01 E6 EE F8 12 31 40 31 C3 A9 34 4A 38 90 99 67 0A 11 FC 00 01 90 95 42 38 90 99 4A 39 00 01 E6 60 67 00 00 9C 08 38 00 07 A9 1E 66 4A 36 38 48 EB
[05:59:28:549]  Processing message
[05:59:28:559]  Sending 'test device present' notification.
[05:59:28:560]  Setting timeout for Minimum, 0 ms.
[05:59:28:561]  TX: STPTO 0
[05:59:28:590]  OK
[05:59:28:591]  TX: STPX H:8CFEF0, R:0, D:3F
[05:59:28:603]  Empty response to STPX with data. OK.
[05:59:28:606]  Setting timeout for ReadMemoryBlock, 250 ms.
[05:59:28:607]  TX: STPTO 250
[05:59:28:615]  OK
[05:59:28:617]  Reading from 175104 / 0x2AC00, length 1024 / 0x400
[05:59:28:618]  TX: STPX H:6D10F0, R:1, D:3501040002AC00
[05:59:29:736]  RX: 6D F0 10 36 01 04 00 02 AC 00 AB A4 B6 79 00 01 E6 CA 62 3E 24 78 B0 DC 36 38 A9 36 96 6A 00 0A 64 02 42 43 31 C3 A9 36 4A 43 66 1C 08 F8 00 00 A9 1D 24 78 B0 DC 36 38 A9 38 96 6A 00 0A 64 02 42 43 31 C3 A9 38 60 52 31 F9 00 01 E6 C8 A9 38 60 48 31 F9 00 01 E6 C6 A9 36 24 78 B0 DC 36 38 A9 38 96 6A 00 0A 64 02 42 43 31 C3 A9 38 4A 43 66 28 08 38 00 07 A9 1E 66 1A 32 38 AB A4 B2 79 00 01 E6 CC 63 14 60 0C 08 B8 00 00 A9 1C 08 B8 00 01 A9 1C 08 B8 00 00 A9 1D 4A 39 00 01 E6 60 67 28 08 B8 00 05 A9 1E 08 38 00 00 A9 1D 67 06 08 F8 00 05 A9 1E 08 38 00 05 A9 1E 56 C1 44 01 30 3C 01 3A 4E B9 00 00 10 BA 08 38 00 05 A3 9F 67 10 08 38 00 01 A3 A4 67 20 08 F8 00 01 A9 1D 60 1E 08 38 00 03 A9 1D 66 08 08 38 00 07 A9 1D 60 06 08 38 00 00 A9 1C 66 E0 08 B8 00 01 A9 1D 08 38 00 01 A9 1D 56 C1 44 01 30 3C 01 50 4E B9 00 00 10 BA 4C DF 01 47 4E 5E 4E 75 4E 56 FF FE 08 38 00 01 BF 38 56 C3 44 03 42 84 38 39 00 01 E6 92 B8 B8 AD 0E 64 08 38 39 00 01 E6 8E 60 06 38 39 00 01 E6 90 08 38 00 06 A9 1D 56 C5 44 05 BA 03 67 24 3D 78 A9 2E FF FE 3A 38 B0 40 9A 6E FF FE BA 44 65 18 4A 03 67 08 08 F8 00 06 A9 1D 60 06 08 B8 00 06 A9 1D 31 F8 B0 40 A9 2E 4E 5E 4E 75 4E 56 FF FC 02 40 00 FF 0C 40 00 01 65 00 01 22 24 70 05 B0 00 07 EE FE 4E D2 0C 39 00 03 00 01 E6 86 66 3E 08 38 00 00 BF 38 67 08 08 F8 00 04 A9 1E 60 06 08 B8 00 04 A9 1E 24 79 00 00 12 86 26 0A 66 06 4E B9 00 00 06 9A 08 2A 00 00 00 02 67 08 08 F8 00 06 A9 1E 60 2A 08 B8 00 06 A9 1E 60 22 36 38 F2 DE E4 4B 02 43 00 FF E1 43 02 83 00 00 FF FF 86 FC 00 0F F8 39 31 40 00 01 E6 62 31 C3 A9 20 36 38 A9 20 B6 79 00 01 E6 C0 65 34 08 38 00 04 A9 1E 66 2C 36 38 A9 C8 B6 79 00 01 E6 AA 6C 20 36 38 AE E4 B6 79 00 01 E6 AC 6D 14 36 38 82 46 B6 79 00 01 E6 AE 6D 08 08 F8 00 04 A9 1D 60 06 08 F8 00 03 A9 1D 08 F8 00 07 A9 1E 60 5E 31 F9 00 01 E6 C6 A9 36 60 54 31 F8 AE E4 82 46 60 4C 08 B8 00 07 A9 1C 08 B8 00 06 A9 1C 08 B8 00 05 A9 1C 08 B8 00 04 A9 1C 08 B8 00 03 A9 1C 08 B8 00 02 A9 1C 08 B8 00 02 A9 1D 42 38 A9 1F 31 F9 00 01 E6 CE A9 3C 36 38 AE E4 06 43 04 00 24 7C 00 01 E7 20 F8 12 31 40 31 C3 A9 2C 4E 5E 4E 75 2F 00 4A 39 00 FF 9D 71 67 0A 11 FC 00 01 AE D5 60 00 00 F8 4A 38 AE D4 66 60 4A 38 A7 3A 66 5A 4A 38 AE 05 66 06 4A 78 AE CC 66 08 11 FC 00 01 AE D4 60 46 4A 38 A8 60 66 40 4A 38 9F 88 66 3A 4A 38 A1 38 66 34 08 38 00 07 A3 A2 66 2C 36 38 A9 C8 B6 79 00 00 88 46 6D 20 36 39 00 00 88 48 38 38 AD A8 B8 43 65 06 4A 78 AE CE 63 2A B8 43 64 10 31 F9 00 00 88 4A AE CE 42 38 AE D5 60 00 00 8A 24 78 B0 DC 36 38 AE CE 96 6A 00 0A 64 02 42 43 31 C3 AE CE 60 72 36 39 00 00 88 4C 30 38 A0 C0 B0 43 62 0C 3A 38 AE D0 BA 79 00 00 88 4E 67 2A B0 43 63 1C 24 78 B0 DC 36 38 AE D0 96 6A 00 0A 64 02 42 43 31 C3 AE D0 4A 43 66 3C 42 38 AE D5 31 F9 00 00 88 4E AE D0 60 2E 36 38 AB A4 B6 79 00 00 88 50 63 08 B8 79 00 00 88 52 62 8A 11 FC 00 01 AE D5 24 78 B0 DC 36 38 AE CC 96 6A 00 0A 64 02 42 43 31 C3 AE CC 20 1F 4E 75 16 38 AE D5 67 36 4A 38 AE CA 66 30 4A 78 AE D2 66 0A 31 F9 00 00 88 54 AE D2 60 5C 24 78 B0 DC 36 38 AE D2 96 6A 00 0A 64 02 42 43 31 C3 AE D2 4A 43 66 44 11 FC 00 01 AE CA 60 3C 4A 38 AE CA 67 32 4A 03 66 2E 60 01
[05:59:29:737]  Processing message
[05:59:29:749]  Sending 'test device present' notification.
[05:59:29:750]  Setting timeout for Minimum, 0 ms.
[05:59:29:750]  TX: STPTO 0
[05:59:29:805]  OK
[05:59:29:806]  TX: STPX H:8CFEF0, R:0, D:3F
[05:59:29:844]  Empty response to STPX with data. OK.
[05:59:29:844]  Setting timeout for ReadMemoryBlock, 250 ms.
[05:59:29:845]  TX: STPTO 250
[05:59:29:871]  OK
[05:59:29:872]  Reading from 176128 / 0x2B000, length 1024 / 0x400
[05:59:29:873]  TX: STPX H:6D10F0, R:1, D:3501040002B000
[05:59:31:090]  RX: 6D F0 10 36 01 04 00 02 B0 00 4A 78 AE D2 66 0A 31 F9 00 00 88 56 AE D2 60 22 24 78 B0 DC 36 38 AE D2 96 6A 00 0A 64 02 42 43 31 C3 AE D2 4A 43 66 0A 42 38 AE CA 60 04 42 78 AE D2 4E 75 48 E7 C0 00 08 38 00 07 A3 A0 67 0C 08 38 00 04 A3 A5 67 0A 72 01 60 08 4A 38 AE D5 66 F6 42 01 30 3C 01 44 4E B9 00 00 10 BA 08 38 00 01 A3 9F 67 0C 08 38 00 05 A3 A5 67 0A 72 01 60 08 4A 38 AE CA 66 F6 42 01 30 3C 01 30 4E B9 00 00 10 BA 4C DF 00 03 4E 75 4A 38 AE 6B 67 28 0C 38 00 03 AD 13 66 1A 42 83 36 39 00 00 88 44 B6 B8 AD 0E 64 06 4E B9 00 02 AE AC 4E B9 00 02 AF BA 4E B9 00 02 B0 34 4E 75 2F 01 02 40 00 FF 24 70 05 B0 00 07 E8 A6 4E D2 42 01 30 3C 01 30 4E B9 00 00 10 BA 42 38 AE D5 42 38 AE CA 42 78 AE D2 08 39 00 03 00 FF B1 01 66 0A 08 39 00 02 00 FF B1 01 67 08 11 FC 00 01 AE D4 60 6A 36 39 00 01 47 9A 0C 43 0D FF 6F 04 36 3C 0D FF B6 78 AE EA 6C E2 42 38 AE D4 36 39 00 01 47 C6 0C 43 0D FF 6F 04 36 3C 0D FF B6 78 A9 CA 6E 0A 31 F9 00 00 88 40 AE CC 60 30 31 F9 00 00 88 42 AE CC 60 26 31 F9 00 00 88 4E AE D0 42 78 AE CE 60 18 42 01 30 3C 01 30 4E B9 00 00 10 BA 42 38 AE D5 42 38 AE CA 42 78 AE D2 22 1F 4E 75 4E 56 FF F8 48 E7 E2 C8 4A 38 AE 6E 67 2C 34 7C 00 02 28 79 00 00 12 86 2D 4C FF F8 24 0C 66 06 4E B9 00 00 06 9A 08 2C 00 02 00 02 67 08 11 FC 00 01 A3 6B 60 04 42 38 A3 6B 4A 38 AE 6F 67 74 22 7C 00 FF A3 78 20 49 70 6E 4E B9 00 07 72 02 42 01 20 7C 00 FF A3 72 70 6E 4E B9 00 07 72 32 0A 00 00 01 67 18 36 38 E1 08 08 03 00 0F 67 08 31 FC 14 00 A3 66 60 1C 42 78 A3 66 60 16 31 F8 A3 76 A3 66 47 F8 A3 78 45 F8 A3 88 76 07 34 DB 51 CB FF FC 3D 78 A3 98 FF FC 3D 78 A3 66 FF FE 36 39 00 00 E1 7E F8 2E 31 40 FF FC 31 C3 A3 64 31 C3 A3 98 16 39 00 01 E6 5D 72 02 B2 03 67 00 02 AE 4A 03 66 00 01 DC 4A 38 A3 6B 67 00 00 84 0C 38 00 03 AD 13 66 22 30 38 A3 66 B0 79 00 01 E7 4A 65 00 00 86 42 38 A3 9C 42 38 A3 9B 52 38 A3 6D 52 38 A3 6F 60 00 00 DA B2 38 AD 13 66 00 00 D2 36 38 A3 66 B6 79 00 01 E7 4C 64 08 52 38 A3 6C 60 00 00 88 34 79 00 01 E7 5A 38 39 00 01 E7 4E 24 04 94 4A B4 43 6C 16 D8 4A B8 43 63 10 52 38 A3 6C 42 38 A3 9C 74 01 11 C2 A3 9B 60 AE B6 79 00 01 E7 50 63 9E 52 38 A3 6C 52 38 A3 6E 60 E2 0C 38 00 03 AD 13 66 30 30 38 A3 66 B0 79 00 01 E7 52 64 12 52 38 A3 6C 52 38 A3 6E 11 FC 00 01 A3 9C 60 00 FF 74 52 38 A3 6C 42 38 A3 9C 11 FC 00 01 A3 9B 60 00 FF 66 B2 38 AD 13 66 42 36 38 A3 66 B6 79 00 01 E7 54 64 0E 52 38 A3 6E 74 01 11 C2 A3 9C 60 00 FF 42 34 79 00 01 E7 5A 38 39 00 01 E7 56 24 04 94 4A B4 43 6C 08 D8 4A B8 43 62 00 FF 22 B6 79 00 01 E7 58 62 CE 60 00 FF 16 10 38 A3 6C B0 39 00 01 E7 46 63 20 10 3C 00 CC 4E B9 00 05 A6 28 42 38 A3 6C 42 38 A3 6D 11 F8 A3 9B A3 9D 11 F8 A3 9C A3 9A 60 26 10 38 A3 6D B0 39 00 01 E7 47 63 1A 10 3C 00 CC 4E B9 00 05 A5 D4 42 38 A3 6C 42 38 A3 6D 42 38 A3 9D 42 38 A3 9A 10 38 A3 6E B0 39 00 01 E7 48 63 20 10 3C 00 CD 4E B9 00 05 A6 28 42 38 A3 6E 42 38 A3 6F 11 F8 A3 9B A3 9D 11 F8 A3 9C A3 9A 60 26 10 38 A3 6F B0 39 00 01 E7 49 63 1A 10 3C 00 CD 4E B9 00 05 A5 D4 42 38 A3 6E 42 38 A3 6F 42 38 A3 9D 42 38 A3 9A 78 01 B8 38 AD 13 67 06 B2 38 AD 13 66 08 11 C4 A3 9A 60 00 00 9A 08 38 00 01 89 8C 66 00 75 FE
[05:59:31:092]  Processing message
[05:59:31:103]  Sending 'test device present' notification.
[05:59:31:103]  Setting timeout for Minimum, 0 ms.
[05:59:31:105]  TX: STPTO 0
[05:59:31:161]  OK
[05:59:31:162]  TX: STPX H:8CFEF0, R:0, D:3F
[05:59:31:167]  Empty response to STPX with data. OK.
[05:59:31:175]  Setting timeout for ReadMemoryBlock, 250 ms.
[05:59:31:176]  TX: STPTO 250
[05:59:31:183]  OK
[05:59:31:183]  Reading from 177152 / 0x2B400, length 1024 / 0x400
[05:59:31:185]  TX: STPX H:6D10F0, R:1, D:3501040002B400
[05:59:32:318]  RX: 6D F0 10 36 01 04 00 02 B4 00 00 90 08 38 00 01 89 8E 66 00 00 86 60 7E 74 03 B4 38 AD 13 66 06 4A 38 A3 6B 67 0C B2 38 AD 13 66 0A 4A 38 A3 6B 67 04 52 38 A3 6C 52 38 A3 6D 10 38 A3 6C B0 39 00 01 E7 46 63 18 10 3C 00 CC 4E B9 00 05 A6 28 11 FC 00 01 A3 6A 42 38 A3 6C 42 38 A3 6D 10 38 A3 6D B0 39 00 01 E7 47 63 16 10 3C 00 CC 4E B9 00 05 A5 D4 11 C1 A3 6A 42 38 A3 6C 42 38 A3 6D B4 38 AD 13 66 08 0C 38 00 01 A3 6A 66 08 11 FC 00 01 A3 9A 60 04 42 38 A3 9A 16 39 00 01 E6 5C 66 0E 11 F8 A3 9D A3 69 11 F8 A3 9A A3 68 60 34 0C 03 00 01 66 0E 16 38 A3 9A 86 38 A3 9D 11 C3 A3 68 60 20 16 38 A3 9A 86 38 A3 9D 11 C3 A3 70 4A 03 67 04 72 01 60 02 42 01 30 3C 01 34 4E B9 00 00 10 BA 4C DF 13 47 4E 5E 4E 75 2F 01 02 40 00 FF 24 70 05 B0 00 07 E9 7E 4E D2 60 40 42 01 30 3C 01 34 4E B9 00 00 10 BA 42 38 A3 6A 42 38 A3 6B 60 2A 42 38 A3 6A 42 38 A3 68 42 38 A3 70 42 38 A3 6C 42 38 A3 6D 42 38 A3 6E 42 38 A3 6F 42 38 A3 69 42 38 A3 9D 42 38 A3 9A 4E 71 22 1F 4E 75 0C 38 00 01 A5 96 67 00 00 94 36 38 AE EA B6 79 00 00 90 AC 6C 32 38 38 A9 CA B8 79 00 00 90 AE 6F 0A 21 F9 00 00 90 B0 A5 56 60 20 06 43 04 00 C7 FC 00 05 87 FC 00 06 24 7C 00 00 90 B4 F8 12 31 80 21 C3 A5 56 60 04 42 B8 A5 56 26 38 AD 0E B6 B8 A5 56 63 04 42 03 60 02 76 01 4A 38 A5 5A 67 14 38 39 00 00 90 A2 02 43 00 FF 36 30 33 B0 00 00 90 A4 60 12 38 39 00 00 90 A0 02 43 00 FF 36 30 33 B0 00 00 90 A8 B8 78 A6 C6 62 06 B6 78 AB A4 63 08 11 FC 00 01 A5 5A 60 04 42 38 A5 5A 4E 75 30 39 00 00 8D FC 4E 75 4E 56 FF FC 48 E7 E3 00 72 03 B2 38 AD 13 66 00 05 16 74 01 B4 38 AE 05 66 1A 3D 78 A5 50 FF FE 38 38 B0 40 98 6E FF FE B8 78 A5 36 65 10 11 C2 A5 2A 60 0A 42 38 A5 2A 31 F8 B0 40 A5 50 28 38 AD 0E 42 83 36 38 A5 38 B6 84 55 C6 44 06 CC 39 00 00 8D E4 1D 46 FF FC 11 C6 A5 3A 36 38 AD 9A E0 4B E6 4B B6 39 00 00 8D E5 55 C3 44 03 86 38 A4 85 11 C3 A5 3B 08 38 00 01 88 1E 66 5E 08 38 00 01 88 32 66 56 08 38 00 01 88 18 66 4E 08 38 00 01 88 2C 66 46 08 38 00 01 88 1A 66 3E 08 38 00 01 88 2E 66 36 08 38 00 01 88 4C 66 2E 08 38 00 05 9A 37 66 26 4A 38 A7 3A 66 20 4A 03 66 1C 4A 38 A5 2A 66 04 4A 06 67 12 4A 38 A5 5A 66 0C 4A 38 A5 3D 66 06 4A 38 A5 3E 67 06 42 38 A5 28 60 3A 36 38 A9 C8 B6 79 00 00 8D CE 6F 2E 4A 38 A5 3C 66 20 36 38 AB A4 B6 79 00 00 8D D0 65 0C 36 38 9C 6E B6 79 00 00 8D D2 64 08 B8 B9 00 00 8D D4 63 08 11 C2 A5 28 11 C2 A5 3C 4A 78 A5 32 52 C7 44 07 CE 38 A5 28 16 38 9F 88 0A 03 00 01 CE 03 16 38 A8 60 0A 03 00 01 CE 03 42 03 08 38 00 03 A3 E0 66 02 52 03 CE 03 42 03 08 38 00 06 9B 2A 67 06 B4 38 9B 2B 66 02 52 03 CE 03 16 07 11 C3 A5 29 4A 03 67 00 02 44 4A 06 67 12 4A 38 A5 2A 66 0C 31 F9 00 00 8D EC A5 2C 60 00 02 2E 16 39 00 00 8D FA 66 08 31 F8 A5 12 A5 48 60 2A B4 03 66 08 31 F8 A5 14 A5 48 60 1E 0C 03 00 02 66 18 36 38 A5 12 D6 78 A5 14 0C 43 7F FF 63 04 36 3C 7F FF E2 4B 31 C3 A5 48 42 45 1D 45 FF FD 3E 39 00 00 8D E8 3C 38 A5 48 BC 47 65 3A 26 78 B0 DC 36 38 9C 6E 0C 43 40 00 64 04 E4 4B 60 04 36 3C 10 00 F8 39 31 40 00 00 8E 06 D6 6B 00 0A 3D 78 A5 4A FF FE 38 38 B0 40 98 6E FF FE B8 43 65 0C 1D 42 FF FD 60 06 31 F8 B0 40 A5 4A 32 38 AE E4 06 41 04 00 F8 39 11 40 00 00 8E 8C 5F 77
[05:59:32:319]  Processing message
[05:59:32:330]  Sending 'test device present' notification.
[05:59:32:330]  Setting timeout for Minimum, 0 ms.
[05:59:32:331]  TX: STPTO 0
[05:59:32:386]  OK
[05:59:32:388]  TX: STPX H:8CFEF0, R:0, D:3F
[05:59:32:436]  Empty response to STPX with data. OK.
[05:59:32:438]  Setting timeout for ReadMemoryBlock, 250 ms.
[05:59:32:440]  TX: STPTO 250
[05:59:32:450]  OK
[05:59:32:452]  Reading from 178176 / 0x2B800, length 1024 / 0x400
[05:59:32:454]  TX: STPX H:6D10F0, R:1, D:3501040002B800
